Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,TotalIncome_log,LoanAmount_log
1,1,0.0,1,0,300.0,1.0,3,8.707317560273212,4.564348191467836
1,0,0.0,1,1,360.0,1.0,1,8.828054536815424,4.955827057601261
1,0,0.0,0,0,360.0,1.0,1,8.735042754269337,4.897839799950911
1,0,0.0,1,0,360.0,1.0,2,7.824445930877619,4.574710978503383
1,0,0.0,1,0,360.0,0.0,1,8.54188580400661,4.8283137373023015
1,1,1.0,1,0,360.0,1.0,2,8.752423403865594,5.170483995038151
1,1,0.0,1,0,360.0,1.0,1,10.126511096649761,6.3473892096560105
0,0,0.0,1,1,360.0,1.0,2,9.66523036341187,4.02535169073515
1,1,2.0,1,0,360.0,1.0,2,8.55371796609861,5.049856007249537
1,1,2.0,1,1,300.0,1.0,1,9.752490228984199,5.942799375126701
1,0,1.0,1,0,180.0,0.0,3,8.527143522269405,4.718498871295094
0,0,0.0,1,0,360.0,1.0,3,8.348537825386098,4.709530201312334
1,1,0.0,1,0,180.0,1.0,3,8.655388690167637,4.795790545596741
1,1,3.0,1,0,360.0,1.0,1,9.52857589747142,4.875197323201151
1,1,0.0,1,0,360.0,1.0,2,8.368925174747135,4.875197323201151
1,0,0.0,1,0,360.0,1.0,3,8.029432840581244,4.276666119016055
1,1,2.0,1,0,360.0,1.0,3,8.592671652592143,4.875197323201151
1,1,0.0,1,0,360.0,1.0,2,8.671458150427666,4.859812404361672
1,0,0.0,1,0,360.0,1.0,2,9.22759072538271,5.6937321388027
0,0,0.0,1,0,360.0,1.0,3,8.699681400989514,5.056245805348308
1,0,0.0,1,1,360.0,1.0,3,8.877381954654766,4.859812404361672
1,1,2.0,1,0,360.0,1.0,3,8.426611813185,4.61512051684126
1,0,1.0,1,0,180.0,1.0,3,8.207401833376355,4.736198448394496
1,0,0.0,0,0,360.0,1.0,2,8.280711075662847,4.890349128221754
1,1,0.0,0,0,360.0,0.0,3,8.72371943690701,4.859812404361672
1,1,0.0,1,0,360.0,1.0,3,8.46611040118692,4.919980925828125
1,1,0.0,1,0,360.0,1.0,1,8.610501368549889,4.836281906951478
1,0,3.0,1,0,360.0,1.0,1,9.12347443895452,5.225746673713202
1,1,3.0,1,0,360.0,1.0,1,9.15957325492253,5.62040086571715
1,1,0.0,1,0,360.0,1.0,3,8.455104999102815,4.795790545596741
1,1,2.0,0,0,180.0,1.0,2,8.193953023563742,4.736198448394496
1,1,2.0,1,0,360.0,1.0,3,8.412054873292933,4.736198448394496
1,1,2.0,1,0,360.0,1.0,2,8.232440158470336,4.912654885736052
0,0,0.0,1,0,360.0,0.0,3,8.064950891749143,4.276666119016055
1,1,0.0,1,0,360.0,1.0,3,8.41027590907016,4.564348191467836
1,0,0.0,0,0,360.0,1.0,1,8.624970783589669,4.700480365792417
0,0,0.0,1,0,360.0,0.0,2,8.101980731853192,4.6443908991413725
1,1,2.0,0,0,180.0,0.0,3,7.969011781106478,3.828641396489095
1,0,0.0,0,0,300.0,1.0,1,7.9215356321335495,4.189654742026425
1,0,0.0,1,0,360.0,1.0,2,10.021315031649332,4.6443908991413725
0,0,0.0,0,0,360.0,1.0,2,7.668093709082406,3.9889840465642745
0,0,0.0,1,1,360.0,1.0,1,8.914894908906568,5.272999558563747
0,0,0.0,1,0,360.0,1.0,2,8.422442854870427,4.7535901911063645
1,1,0.0,0,0,360.0,1.0,3,8.426830751335846,4.7535901911063645
0,0,0.0,0,0,360.0,1.0,1,7.7025561132685825,4.204692619390966
1,1,1.0,1,0,300.0,0.0,2,9.024131268455035,5.030437921392435
1,1,3.0,1,0,360.0,0.0,1,10.537945736747394,5.8888779583328805
0,0,1.0,0,1,360.0,1.0,2,8.260492856573185,4.143134726391533
1,1,0.0,1,0,360.0,1.0,3,8.741456115998364,5.081404364984463
1,1,0.0,0,0,360.0,0.0,1,8.715552125907816,5.389071729816501
1,1,0.0,0,0,360.0,1.0,1,8.363342466597977,4.709530201312334
0,1,0.0,0,0,360.0,0.0,2,8.591743922680534,5.187385805840755
0,0,0.0,1,0,360.0,1.0,3,8.005033344637111,4.110873864173311
0,0,1.0,1,0,360.0,1.0,3,7.8636512654486515,5.081404364984463
1,1,2.0,1,1,360.0,1.0,3,9.980494888896912,5.480638923341991
1,1,0.0,1,0,360.0,1.0,1,8.242493153187626,4.727387818712341
1,1,0.0,1,0,360.0,1.0,2,8.447628728030327,4.9344739331306915
1,1,0.0,1,0,360.0,1.0,1,8.670772279344538,4.9344739331306915
0,0,0.0,0,0,360.0,0.0,3,7.908754738783246,4.394449154672439
1,1,0.0,1,0,360.0,1.0,3,8.17188200612782,4.61512051684126
1,1,1.0,1,0,360.0,0.0,3,9.095826985187422,4.709530201312334
1,1,0.0,1,0,360.0,1.0,2,9.60784051043005,4.574710978503383
1,1,0.0,1,0,360.0,1.0,1,8.848939995030118,4.804021044733257
0,0,1.0,0,0,360.0,1.0,1,8.435332164935916,4.406719247264253
1,1,2.0,1,0,360.0,1.0,2,8.688790784847216,4.897839799950911
1,1,0.0,1,0,360.0,1.0,1,7.9851847886683345,4.477336814478207
1,0,0.0,0,0,180.0,1.0,3,7.907651594711089,4.110873864173311
0,0,1.0,1,1,360.0,1.0,2,9.062420241899561,5.017279836814924
1,0,0.0,1,0,360.0,0.0,1,8.77971129020447,4.663439094112067
1,0,0.0,1,0,360.0,1.0,2,9.463198053273784,6.0063531596017325
1,1,0.0,1,0,360.0,1.0,2,8.469262657658687,4.969813299576001
1,0,0.0,1,0,360.0,1.0,3,8.229777750081887,4.61512051684126
0,1,0.0,1,0,240.0,1.0,2,9.21512888870798,4.859812404361672
1,0,0.0,1,0,360.0,1.0,2,8.236950048061455,3.9318256327243257
1,1,0.0,1,0,360.0,1.0,3,8.113426639943654,4.859812404361672
1,0,0.0,1,1,360.0,0.0,3,9.251194365984448,5.236441962829949
0,1,0.0,0,1,360.0,1.0,1,8.873888135154973,4.9344739331306915
1,0,0.0,1,0,360.0,1.0,2,9.073947747070628,5.236441962829949
1,1,0.0,1,0,360.0,1.0,1,9.1834829178063,5.198497031265826
1,0,3.0,0,0,360.0,1.0,2,8.81001204797317,5.003946305945459
1,0,1.0,1,0,360.0,1.0,2,10.537945736747394,5.030437921392435
1,1,0.0,1,0,300.0,1.0,1,9.659311868393488,5.170483995038151
1,1,1.0,1,1,360.0,1.0,1,8.450412157725886,4.875197323201151
1,1,2.0,0,0,360.0,1.0,1,8.445267451844648,4.709530201312334
1,1,0.0,1,0,360.0,1.0,1,8.500250470685925,4.02535169073515
1,1,2.0,1,0,360.0,0.0,1,8.527341522468053,5.017279836814924
1,0,1.0,0,1,360.0,1.0,2,8.369157112588834,5.25227342804663
1,1,2.0,0,0,360.0,0.0,1,8.178919332848396,4.836281906951478
1,1,2.0,0,0,300.0,1.0,3,8.13593277200489,4.110873864173311
1,1,0.0,1,0,360.0,0.0,1,8.645058562414134,5.0106352940962555
1,1,0.0,1,0,180.0,0.0,1,8.507142855562735,4.51085950651685
1,0,0.0,1,1,360.0,1.0,2,8.865876285425417,4.442651256490317
1,1,2.0,1,0,360.0,1.0,2,8.258422462458876,4.574710978503383
1,1,0.0,1,0,360.0,1.0,3,8.366835309827675,4.77912349311153
1,1,0.0,1,0,360.0,1.0,3,8.744806737401898,5.159055299214529
1,0,2.0,1,0,360.0,1.0,1,8.379079889286603,4.919980925828125
1,1,0.0,1,0,360.0,1.0,2,9.028218795184895,5.081404364984463
1,1,0.0,1,1,360.0,1.0,2,8.726967774991493,5.081404364984463
1,1,3.0,1,0,180.0,1.0,3,8.954286157204713,4.859812404361672
1,1,0.0,1,0,360.0,1.0,1,8.557182839632397,5.0369526024136295
0,0,1.0,0,0,360.0,1.0,2,8.554874258383926,4.890349128221754
1,0,0.0,1,0,360.0,0.0,2,8.334951631422454,4.59511985013459
1,0,0.0,1,0,360.0,1.0,1,8.699681400989514,4.948759890378168
1,1,3.0,0,0,180.0,0.0,3,8.436416881388949,4.2626798770413155
1,1,0.0,1,0,360.0,1.0,2,9.722744748855389,4.709530201312334
0,1,2.0,0,0,360.0,1.0,2,8.048149101665201,4.59511985013459
1,1,0.0,1,0,360.0,1.0,3,8.82246957226897,4.709530201312334
1,1,1.0,1,1,360.0,1.0,2,8.61794309451638,5.093750200806762
1,1,1.0,0,0,180.0,0.0,1,8.331827004436057,4.736198448394496
1,1,3.0,1,0,360.0,1.0,2,8.453614209773367,4.61512051684126
0,0,0.0,1,1,360.0,1.0,3,7.824445930877619,4.543294782270004
1,0,2.0,1,0,360.0,1.0,1,9.228278517107196,5.093750200806762
1,1,2.0,1,1,360.0,1.0,1,9.772239265926174,5.017279836814924
1,1,2.0,1,0,300.0,1.0,2,9.042040056544483,5.442417710521793
1,1,2.0,1,0,360.0,0.0,2,8.465057436995709,4.890349128221754
1,1,1.0,1,1,360.0,1.0,2,9.847869128773116,4.465908118654584
1,1,2.0,1,0,360.0,1.0,3,8.423102268016642,4.859812404361672
0,0,0.0,0,0,360.0,1.0,1,8.37816098272068,5.043425116919247
1,1,3.0,0,0,360.0,1.0,1,8.037866234709618,4.736198448394496
1,1,0.0,1,0,360.0,1.0,2,8.562931083090092,4.859812404361672
1,1,0.0,1,0,360.0,1.0,2,9.290444616217844,5.459585514144159
1,1,2.0,1,0,360.0,1.0,2,9.0280988119824,5.5093883366279774
1,1,1.0,0,0,360.0,1.0,1,8.388222810119277,4.882801922586371
1,0,2.0,1,0,360.0,0.0,1,8.17413934342947,4.394449154672439
1,1,1.0,1,0,360.0,1.0,3,9.816512538521721,6.2166061010848646
1,1,2.0,1,1,360.0,1.0,2,8.80492526261806,5.081404364984463
1,0,0.0,1,0,360.0,1.0,3,7.798112628829788,4.330733340286331
1,0,0.0,0,0,360.0,1.0,2,8.609772372709331,4.574710978503383
1,1,1.0,0,0,360.0,1.0,3,8.774158291205957,5.231108616854587
1,0,0.0,0,0,360.0,1.0,1,8.213923595622743,4.709530201312334
0,0,0.0,0,1,360.0,1.0,2,9.756378687497916,5.420534999272286
1,1,0.0,1,0,360.0,0.0,1,8.657824321155983,4.787491742782046
0,1,1.0,1,0,84.0,1.0,2,8.352318548226004,4.663439094112067
1,1,0.0,0,0,360.0,1.0,1,8.366602832783736,4.68213122712422
1,1,0.0,1,0,360.0,1.0,3,8.920389060080359,4.718498871295094
1,1,1.0,1,1,360.0,1.0,2,7.971085753505607,4.564348191467836
1,0,0.0,1,0,360.0,0.0,1,9.277999020449997,5.3471075307174685
0,0,0.0,1,0,360.0,1.0,1,8.37309184744198,4.736198448394496
0,0,0.0,1,0,360.0,1.0,2,8.058327306580958,4.61512051684126
1,1,2.0,1,0,360.0,1.0,2,9.258177701390343,5.342334251964811
1,1,1.0,0,0,360.0,1.0,1,9.143452426434552,4.9344739331306915
1,1,0.0,0,0,300.0,1.0,2,8.575084669832014,4.8283137373023015
1,1,2.0,1,0,360.0,1.0,1,8.978029932837156,5.497168225293202
1,1,0.0,1,0,360.0,1.0,3,10.221977646629885,6.175867270105761
1,0,0.0,1,0,360.0,1.0,3,8.18423477409482,4.574710978503383
1,1,0.0,1,1,360.0,1.0,3,8.61122983334262,5.241747015059643
0,0,1.0,1,0,360.0,1.0,3,9.492733482494353,3.713572066704308
1,0,0.0,0,0,360.0,1.0,1,8.494129251817686,4.61512051684126
1,1,1.0,1,0,360.0,1.0,2,8.995908761263994,5.5254529391317835
1,1,2.0,1,0,360.0,1.0,3,8.579040594742317,5.003946305945459
1,1,0.0,1,0,180.0,1.0,2,9.082166033252674,4.2626798770413155
1,0,0.0,1,0,360.0,1.0,1,9.157150543462064,5.7430031878094825
1,1,3.0,1,0,360.0,1.0,1,8.838551790227402,5.017279836814924
0,1,2.0,1,0,360.0,1.0,2,8.20631072579402,4.736198448394496
1,1,0.0,0,0,360.0,0.0,2,8.491875383431948,4.820281565605037
1,0,0.0,1,0,360.0,1.0,2,8.794673401383422,5.225746673713202
0,0,0.0,0,0,360.0,1.0,1,8.131824785007195,4.564348191467836
1,1,2.0,0,0,360.0,1.0,2,8.277666160851503,3.828641396489095
1,0,0.0,1,0,360.0,1.0,2,7.824445930877619,4.02535169073515
1,1,3.0,1,1,360.0,1.0,1,8.868131713503033,4.61512051684126
1,1,2.0,1,1,360.0,1.0,1,9.623442907213558,6.175867270105761
1,0,0.0,1,0,360.0,1.0,2,8.81996090128606,4.859812404361672
1,1,2.0,1,1,360.0,1.0,1,9.770013301136158,5.993961427306569
1,1,0.0,1,0,360.0,1.0,2,8.236420527265391,4.709530201312334
1,1,1.0,0,0,360.0,0.0,2,8.812248018197431,5.087596335232384
1,0,1.0,0,0,360.0,1.0,2,8.289539484624141,4.553876891600541
1,0,0.0,0,0,360.0,1.0,2,8.822322177471738,4.875197323201151
1,1,0.0,1,0,360.0,1.0,1,8.783549477153265,5.37989735354046
1,1,3.0,1,0,360.0,1.0,3,8.362175469149628,4.61512051684126
1,0,2.0,1,0,360.0,0.0,1,8.185628891147607,4.709530201312334
1,0,1.0,1,0,360.0,1.0,2,9.328212292571072,5.2832037287379885
0,0,0.0,0,1,360.0,1.0,3,9.80730699406216,4.836281906951478
1,0,0.0,0,0,360.0,1.0,1,8.432288684325794,4.844187086458591
1,1,0.0,1,0,360.0,1.0,3,9.214332393245721,5.783825182329737
1,0,2.0,1,0,360.0,1.0,2,8.193676665955241,4.68213122712422
1,1,0.0,0,0,360.0,1.0,1,8.147288258706624,4.204692619390966
1,1,3.0,1,0,180.0,1.0,1,8.766861821669803,5.062595033026967
0,1,1.0,1,0,180.0,1.0,2,8.916506080039204,4.948759890378168
0,0,0.0,1,0,360.0,0.0,2,7.668093709082406,4.605170185988092
0,0,1.0,1,0,360.0,1.0,2,8.203304026795282,4.564348191467836
1,1,1.0,0,0,360.0,1.0,3,8.46884293047519,4.859812404361672
0,1,0.0,0,0,360.0,1.0,2,8.210939733379021,4.634728988229636
1,1,0.0,1,0,360.0,1.0,1,8.459352191726387,5.049856007249537
1,0,0.0,0,0,360.0,1.0,2,8.119398589612294,4.394449154672439
1,0,0.0,1,0,360.0,1.0,1,8.368693183097793,4.983606621708336
0,0,0.0,1,0,360.0,0.0,2,8.517393171418904,4.6443908991413725
1,1,0.0,1,0,360.0,1.0,1,8.4767877767812,4.709530201312334
1,1,2.0,1,1,360.0,0.0,1,8.799963219506997,4.859812404361672
1,1,1.0,0,0,360.0,1.0,1,8.490438454107418,4.859812404361672
1,1,1.0,1,0,360.0,1.0,3,8.792397742356906,5.0689042022202315
1,1,0.0,0,0,360.0,0.0,3,8.473868066677865,5.204006687076795
1,1,0.0,1,0,180.0,0.0,1,8.969541885423252,4.890349128221754
1,1,1.0,1,0,360.0,1.0,2,8.77971129020447,3.4339872044851463
0,0,0.0,1,0,360.0,1.0,3,8.36474106822456,4.442651256490317
1,1,3.0,1,1,360.0,1.0,2,9.224243277145174,5.564520407322694
1,1,0.0,1,0,360.0,1.0,2,8.788288460263619,5.093750200806762
0,1,0.0,1,0,360.0,1.0,2,8.777555453213056,5.209486152841421
1,1,2.0,0,0,360.0,1.0,2,8.273336598504486,4.6913478822291435
0,1,1.0,1,1,360.0,1.0,2,9.87740021777281,6.398594934535208
1,1,0.0,1,0,360.0,1.0,1,8.984443032465352,5.356586274672012
1,0,0.0,0,1,360.0,1.0,2,8.665785595466064,4.890349128221754
1,1,2.0,1,0,360.0,0.0,3,9.082507000466299,5.556828061699537
1,1,0.0,0,0,360.0,1.0,1,8.404696160189092,4.795790545596741
1,0,0.0,1,0,360.0,1.0,3,8.111928063310739,4.2626798770413155
1,1,3.0,1,0,360.0,0.0,1,8.682877107057168,4.820281565605037
0,0,0.0,1,0,360.0,1.0,3,7.774435510302958,3.4339872044851463
1,1,0.0,1,0,360.0,0.0,3,8.562357743370612,4.653960350157523
1,1,1.0,1,0,360.0,1.0,3,8.550241045462437,5.231108616854587
1,1,0.0,1,0,360.0,0.0,3,8.789964651132264,5.111987788356544
1,1,2.0,1,0,360.0,1.0,3,9.721185995542177,5.62040086571715
1,1,2.0,0,0,360.0,1.0,2,8.955577146281511,5.236441962829949
1,1,3.0,1,0,360.0,1.0,2,8.765146421639022,5.017279836814924
1,1,2.0,1,0,84.0,1.0,3,8.19450550976564,4.6913478822291435
1,1,0.0,1,0,360.0,0.0,2,8.575084669832014,4.919980925828125
1,0,0.0,1,0,360.0,1.0,3,8.69433468816865,4.709530201312334
1,1,1.0,1,0,360.0,1.0,1,8.297792626380861,4.68213122712422
1,0,0.0,1,0,360.0,1.0,3,8.716044050161402,5.087596335232384
1,1,2.0,1,0,360.0,1.0,2,8.785845337961213,5.327876168789581
1,0,0.0,1,0,360.0,1.0,3,10.482177411118249,4.51085950651685
0,1,0.0,1,0,360.0,1.0,2,8.06054004653864,3.6109179126442243
1,1,1.0,1,0,360.0,1.0,1,7.668093709082406,4.127134385045092
1,1,1.0,1,0,360.0,0.0,1,8.45638105201948,4.990432586778736
1,1,1.0,1,0,84.0,1.0,1,8.8934354408475,5.153291594497779
1,1,0.0,1,0,360.0,1.0,3,8.24800570160062,4.653960350157523
0,0,0.0,0,0,360.0,1.0,2,7.680637427560936,4.2626798770413155
1,0,0.0,1,0,360.0,1.0,2,8.46611040118692,4.553876891600541
1,1,2.0,1,1,360.0,0.0,2,7.910957382845589,4.672828834461906
1,1,0.0,1,0,180.0,1.0,2,8.766705997750515,4.04305126783455
1,1,2.0,1,1,240.0,1.0,2,8.699681400989514,5.327876168789581
1,0,3.0,1,1,360.0,1.0,2,9.143986871426161,5.680172609017068
1,1,0.0,1,0,180.0,1.0,1,8.87626525995469,4.962844630259907
1,1,0.0,1,1,360.0,1.0,3,9.687878048875998,5.564520407322694
1,0,0.0,0,0,360.0,1.0,1,8.251663923605589,4.709530201312334
1,1,2.0,0,1,360.0,1.0,1,8.907070776182689,5.236441962829949
1,0,0.0,1,0,360.0,0.0,2,8.002359546252707,4.48863636973214
1,1,0.0,1,1,360.0,1.0,1,9.20673387638207,5.198497031265826
1,1,2.0,1,0,360.0,1.0,3,8.662331957082475,5.262690188904886
0,0,3.0,1,0,180.0,1.0,3,10.537945736747394,5.860786223465865
1,1,0.0,0,0,360.0,1.0,1,8.645938147306799,5.049856007249537
1,1,3.0,1,0,360.0,1.0,3,8.648922962094131,4.859812404361672
1,0,0.0,1,0,360.0,1.0,1,8.984443032465352,5.153291594497779
0,1,1.0,1,0,360.0,1.0,2,9.392745258631441,6.208590026096629
1,1,0.0,0,0,180.0,1.0,3,8.732465848349879,4.859812404361672
1,1,1.0,1,0,360.0,1.0,2,8.682877107057168,5.159055299214529
1,1,2.0,0,0,360.0,1.0,1,8.593969030218288,5.062595033026967
1,1,0.0,1,0,360.0,1.0,1,8.553139318189707,4.6913478822291435
0,0,0.0,1,0,360.0,1.0,1,7.972810784121404,4.276666119016055
1,1,3.0,1,0,180.0,1.0,1,8.320448113956559,3.713572066704308
1,1,1.0,1,0,360.0,1.0,3,9.025575833531088,5.537334267018537
1,1,2.0,1,0,360.0,1.0,3,8.933796043934858,5.236441962829949
0,0,0.0,1,1,360.0,0.0,2,8.430327258394575,4.897839799950911
